random,resp_id,resp_race,resp_gender,resp_state,resp_polview,resp_reason,resp_decision,resp_age,resp_educ4,def_id,def_gender,def_age,def_race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_desc,c_charge_degree,decile_score,two_year_recid
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,0,23,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,0,72,3,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,1,60,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,1,48,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,1,,4,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,5266,African-American,male,Michigan,Very liberal,Race,0,43,3,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,1,22,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,0,19,1,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),1,27,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),0,,2,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,287,Male,37,African-American,0,0,0,2,Battery,M,9,1
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),1,25,3,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,0,23,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,0,72,3,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,0,70,4,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,0,60,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,0,23,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,0,48,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,0,,4,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,5266,African-American,male,Michigan,Very liberal,Race,1,43,3,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,0,22,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,1,19,1,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),0,27,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),0,,2,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,0,69,3,6850,Male,43,Caucasian,0,0,0,0,Grand Theft in the 3rd Degree,F,9,1
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),0,25,3,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,1,23,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,1,72,3,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,1,60,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,1,48,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,1,,4,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,5266,African-American,male,Michigan,Very liberal,Race,0,43,3,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,0,22,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,0,19,1,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),1,27,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),1,,2,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,4,Male,24,African-American,0,0,1,4,Possession of Cocaine,F,4,1
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),0,25,3,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,0,23,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,1,72,3,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,1,60,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,1,48,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,1,,4,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,5266,African-American,male,Michigan,Very liberal,Race,0,43,3,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,0,22,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,0,19,1,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),0,27,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),1,,2,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,6997,Male,25,African-American,0,0,0,2,Susp Drivers Lic 1st Offense,M,4,1
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),0,25,3,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,1,23,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,0,72,3,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,0,60,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,0,48,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,0,,4,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,5266,African-American,male,Michigan,Very liberal,Race,0,43,3,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,0,22,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,1,19,1,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),0,27,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),1,,2,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,6164,Female,37,African-American,0,0,0,1,Burglary With Assault/battery,F,1,0
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),1,25,3,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,0,23,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,0,72,3,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,1,60,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,1,48,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,0,,4,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,5266,African-American,male,Michigan,Very liberal,Race,0,43,3,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,0,22,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,0,19,1,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),1,35,3,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),1,27,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),0,,2,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,430,Male,26,African-American,0,0,0,1,Battery,M,8,1
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),0,25,3,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,1,23,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,1,72,3,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,1,60,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,1,48,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,1,,4,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,3842,African-American,female,Alabama,Don't know,Age,0,62,4,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,5266,African-American,male,Michigan,Very liberal,Race,1,43,3,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,5362,African-American,male,California,Conservative,Number of prior crimes,1,22,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,0,22,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,1,19,1,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),1,27,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),1,,2,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,5755,Male,56,Caucasian,0,0,0,2,Stalking (Aggravated),F,1,0
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),0,25,3,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,0,23,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,0,72,3,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,0,60,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,1,48,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,1,,4,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,1,21,1,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,5266,African-American,male,Michigan,Very liberal,Race,0,43,3,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,0,22,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,1,19,1,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),1,27,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),0,,2,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,5768,Male,65,African-American,0,0,0,7,Possess Cannabis/20 Grams Or Less,M,5,0
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),1,25,3,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,1157,Caucasian,female,Nevada,Don't know,Number of prior crimes,1,23,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,1163,Caucasian,female,North Carolina,Moderate Liberal,Number of prior crimes,0,72,3,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,1684,African-American,male,Ohio,Moderate Liberal,Number of prior crimes,1,70,4,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,1698,African-American,female,Ohio,Moderate Liberal,Number of prior crimes,0,60,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,1832,African-American,female,Michigan,Very liberal,Number of prior crimes,1,23,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,3464,Caucasian,female,Maine,Moderate Liberal,Number of prior crimes,1,48,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,3627,Caucasian,male,California,Conservative,Number of prior crimes,1,,4,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,3637,Caucasian,male,Alabama,Very liberal,Number of prior crimes,0,21,1,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,3842,African-American,female,Alabama,Don't know,Age,1,62,4,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,4987,African-American,female,Illinois,Moderate Liberal,Age,1,69,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,5266,African-American,male,Michigan,Very liberal,Race,0,43,3,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,5297,African-American,male,North Carolina,Conservative,Number of prior crimes,1,23,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,5362,African-American,male,California,Conservative,Number of prior crimes,0,22,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,5590,African-American,female,Minnesota,Very liberal,Number of prior crimes,1,22,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,5610,African-American,female,Missouri,Don't know,Number of prior crimes,0,19,1,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,5703,Caucasian,male,Alabama,Conservative,Type of crime (misdemeanor or felony),0,35,3,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,92,Caucasian,female,New York,Don't know,Type of crime (misdemeanor or felony),1,27,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,113,Caucasian,male,Maryland,Conservative,Type of crime (misdemeanor or felony),0,,2,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,147,Caucasian,female,Pennsylvania,Moderate Liberal,Number of prior crimes,1,69,3,10193,Male,21,African-American,0,0,0,1,Burglary Unoccupied Dwelling,M,5,0
8,430,Caucasian,male,California,Very conservative,Type of crime (misdemeanor or felony),1,25,3,9519,Male,33,Caucasian,0,0,0,6,Grand Theft in the 3rd Degree,F,6,1
