,Unnamed: 0,block_num,id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree,compas_decile_score,two_year_recid,c_charge_desc,mturk_charge_name,full_charge_description
250,251,6,9045,Caucasian,Male,46,0,0,0,190,felony,5,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
251,252,6,4258,Caucasian,Male,25,0,0,0,134,misdemeanor,2,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
252,253,6,4101,African American,Male,31,0,2,8,45,misdemeanor,10,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
253,254,6,800,African American,Male,55,0,0,0,45,misdemeanor,8,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
254,255,6,893,Hispanic,Male,31,0,0,0,134,misdemeanor,1,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
255,256,6,6908,African American,Male,30,0,0,21,129,felony,7,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
256,257,6,8054,African American,Male,53,0,0,5,49,felony,4,0,Battery on Law Enforc Officer,Battery,Intentionally causing bodily harm to another person without a weapon
257,258,6,9150,Caucasian,Male,21,0,2,2,315,felony,9,1,Possession of LSD,Possession of LSD,Possession of LSD
258,259,6,4226,Caucasian,Male,31,0,0,3,313,felony,4,1,Possession of Hydromorphone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
259,260,6,6424,Hispanic,Male,45,0,0,1,283,misdemeanor,1,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
260,261,6,4686,African American,Female,50,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
261,262,6,7578,African American,Female,43,0,0,2,426,misdemeanor,2,0,Viol Prot Injunc Repeat Viol,Restraining Order Violation,Violating the terms of a restraining order
262,263,6,4404,African American,Female,28,0,0,0,171,felony,10,1,Felony Committing Prostitution,Prostitution,Engaging in sex for money
263,264,6,8188,Caucasian,Male,26,0,0,3,45,misdemeanor,10,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
264,265,6,7985,African American,Male,35,0,0,0,319,felony,4,0,Possession of Oxycodone,Possession of Oxycodone,Possession of Oxycodone
265,266,6,1865,Caucasian,Male,36,0,0,0,159,felony,1,0,False Imprisonment,False Imprisonment,"When a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will"
266,267,6,8905,Caucasian,Male,52,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
267,268,6,206,Caucasian,Female,29,0,1,10,190,felony,4,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
268,269,6,7472,Caucasian,Male,80,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
269,270,6,7555,Caucasian,Female,64,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
270,271,6,2955,African American,Male,30,0,0,1,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
271,272,6,7348,African American,Male,38,0,0,0,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
272,273,6,4967,African American,Male,32,0,3,10,358,felony,6,1,Sexual Battery / Vict 12 Yrs +,Sexual Assault,"Sexual assault, also known as rape, sexual abuse and sexual battery, is defined as unwanted oral, anal or vaginal penetration by, or union with, the sexual organ of another or the anal or vaginal penetration of another by any other object"
273,274,6,8248,Caucasian,Male,28,0,0,5,45,misdemeanor,7,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
274,275,6,5575,African American,Female,29,0,0,9,250,felony,7,1,Poss Anti-Shoplifting Device,Theft,The taking of another person's property worth less than $300
275,276,6,6379,Caucasian,Male,22,0,0,1,253,felony,6,0,Poss Contr Subst W/o Prescript,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
276,277,6,5134,Caucasian,Male,27,0,0,18,175,felony,9,1,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
277,278,6,227,African American,Female,31,0,0,0,319,felony,3,1,Possession of Oxycodone,Possession of Oxycodone,Possession of Oxycodone
278,279,6,6229,Caucasian,Male,38,0,0,5,176,misdemeanor,5,1,Felony/Driving Under Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
279,280,6,5923,Caucasian,Male,29,0,0,2,169,felony,2,0,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
280,281,6,7259,Caucasian,Male,26,0,0,5,31,misdemeanor,5,0,Assault,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
281,282,6,10008,Caucasian,Male,28,0,0,1,268,felony,4,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
282,283,6,9830,Caucasian,Male,48,0,0,0,306,felony,2,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
283,284,6,4637,African American,Male,36,0,0,2,129,felony,1,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
284,285,6,8882,African American,Male,22,0,0,2,423,misdemeanor,9,1,Viol Injunct Domestic Violence,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
285,286,6,3289,African American,Male,38,0,0,15,16,felony,6,0,Aggravated Assault w/Firearm,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
286,287,6,3790,Caucasian,Male,29,0,0,1,306,felony,3,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
287,288,6,9437,Hispanic,Male,23,0,1,2,190,felony,9,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
288,289,6,9405,African American,Female,38,0,0,7,190,felony,10,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
289,290,6,552,Caucasian,Male,22,0,0,2,283,misdemeanor,6,1,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
290,291,6,5852,African American,Female,55,0,0,1,246,felony,1,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
291,292,6,2758,African American,Male,25,0,0,0,271,felony,2,0,Poss Tetrahydrocannabinols,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
292,293,6,10878,Hispanic,Male,47,0,0,3,127,misdemeanor,6,1,Driving License Suspended,Driving with a Suspended License,Driving with a license that has been suspended
293,294,6,8881,African American,Male,40,0,0,0,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
294,295,6,5330,African American,Male,29,0,0,0,134,misdemeanor,1,1,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
295,296,6,4907,African American,Male,31,2,1,16,190,felony,9,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
296,297,6,2605,Hispanic,Male,45,0,0,1,426,misdemeanor,8,0,Viol Prot Injunc Repeat Viol,Restraining Order Violation,Violating the terms of a restraining order
297,298,6,10491,Caucasian,Male,29,0,0,1,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
298,299,6,3215,Caucasian,Male,52,0,0,0,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
299,300,6,2476,African American,Male,26,0,1,13,129,felony,8,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
300,301,7,3246,Caucasian,Male,30,0,0,0,134,misdemeanor,3,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
301,302,7,3408,Caucasian,Female,19,0,0,0,170,felony,3,1,Felony Battery w/Prior Convict,Battery,Intentionally causing bodily harm to another person without a weapon
302,303,7,10721,Caucasian,Male,50,0,0,4,123,misdemeanor,2,0,Disorderly Intoxication,Disorderly Intoxication,"When an intoxicated person endangers the safety of another person or property, or causes a disturbance in public"
303,304,7,6319,African American,Male,23,0,0,2,423,misdemeanor,9,1,Viol Injunct Domestic Violence,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
304,305,7,4028,African American,Female,35,0,0,0,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
305,306,7,1871,African American,Female,25,0,0,2,49,felony,8,1,Battery on Law Enforc Officer,Battery,Intentionally causing bodily harm to another person without a weapon
306,307,7,5993,Caucasian,Male,51,0,0,1,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
307,308,7,5223,African American,Female,23,0,0,1,268,felony,5,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
308,309,7,2718,African American,Female,35,0,0,0,306,felony,3,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
309,310,7,9524,Caucasian,Male,29,0,0,1,206,misdemeanor,10,0,Leave Acc/Attend Veh/More $50,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
310,311,7,6801,Caucasian,Male,44,0,0,1,306,felony,8,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
311,312,7,10677,African American,Male,29,0,0,10,169,felony,9,1,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
312,313,7,3642,African American,Male,41,0,0,3,172,felony,4,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
313,314,7,5850,Caucasian,Female,25,0,0,2,408,misdemeanor,3,1,Unlaw Lic Use/Disply Of Others,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
314,315,7,4609,Caucasian,Male,50,0,0,0,134,misdemeanor,1,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
315,316,7,6980,African American,Female,28,0,0,13,21,felony,9,1,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
316,317,7,9268,Caucasian,Male,28,0,0,1,163,felony,2,1,False Ownership Info/Pawn Item,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
317,318,7,2854,African American,Male,31,0,0,19,129,felony,9,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
318,319,7,9979,Caucasian,Female,34,0,0,1,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
319,320,7,10134,Hispanic,Male,25,0,0,6,45,misdemeanor,7,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
320,321,7,700,African American,Male,26,1,1,10,18,felony,9,1,Aggravated Battery,Battery,Intentionally causing bodily harm to another person without a weapon
321,322,7,3692,African American,Male,41,0,0,8,129,felony,2,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
322,323,7,2897,Caucasian,Male,28,0,0,1,306,felony,7,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
323,324,7,2353,Caucasian,Male,47,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
324,325,7,2937,Caucasian,Male,20,0,0,0,190,felony,5,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
325,326,7,5027,African American,Male,27,0,0,6,175,felony,4,1,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
326,327,7,5886,Caucasian,Male,53,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
327,328,7,332,African American,Female,30,0,0,2,190,felony,7,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
328,329,7,10528,Hispanic,Male,41,0,0,1,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
329,330,7,5383,African American,Female,19,0,0,1,65,felony,9,1,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
330,331,7,10921,African American,Male,26,0,0,2,409,misdemeanor,2,0,Unlaw LicTag/Sticker Attach,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
331,332,7,3122,Caucasian,Male,46,0,0,2,283,misdemeanor,4,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
332,333,7,4403,African American,Male,40,0,0,6,306,felony,7,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
333,334,7,5114,Caucasian,Male,50,0,0,26,306,felony,7,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
334,335,7,1032,Hispanic,Male,29,0,0,7,129,felony,9,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
335,336,7,3552,Caucasian,Male,28,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
336,337,7,2072,Caucasian,Female,66,0,0,1,402,misdemeanor,1,0,Tresspass Struct/Conveyance,Trespassing,"Willfully entering or remaining on some form of real property without authorization, license, or invitation"
337,338,7,5057,African American,Female,49,0,0,1,172,felony,1,0,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
338,339,7,3783,Caucasian,Male,38,0,0,0,169,felony,1,0,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
339,340,7,3574,African American,Male,24,0,0,2,163,felony,3,1,False Ownership Info/Pawn Item,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
340,341,7,5263,African American,Male,19,2,1,3,71,felony,10,1,Carrying Concealed Firearm,Carrying a Concealed Weapon,"When a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person"
341,342,7,9921,African American,Male,27,0,0,1,65,misdemeanor,5,0,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
342,343,7,8171,Caucasian,Male,38,0,0,0,374,misdemeanor,2,0,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
343,344,7,7605,African American,Male,49,0,0,1,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
344,345,7,7012,African American,Male,28,0,0,0,246,felony,2,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
345,346,7,4655,Caucasian,Male,31,0,0,10,283,misdemeanor,8,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
346,347,7,7245,African American,Male,25,0,0,5,45,misdemeanor,8,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
347,348,7,10540,Caucasian,Female,31,0,0,1,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
348,349,7,9801,African American,Male,25,0,0,4,239,misdemeanor,5,0,Operating W/O Valid License,Operating a Vehicle without a Valid Drivers License,Operating a motor vehicle without a valid drivers license
349,350,7,7468,Caucasian,Male,42,0,0,2,110,felony,7,1,Deliver Cannabis,Dealing Cannabis/Marijuana,Possessing cannabis with the intent to sell or deliver the cannabis
350,351,8,8045,Caucasian,Male,23,0,0,6,297,felony,9,1,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
351,352,8,10836,African American,Male,25,0,0,3,129,felony,6,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
352,353,8,4436,African American,Male,23,0,0,4,251,felony,10,1,Poss Cntrft Contr Sub w/Intent,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
353,354,8,3483,Caucasian,Male,39,0,0,0,423,misdemeanor,1,0,Viol Injunct Domestic Violence,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
354,355,8,2396,Caucasian,Female,57,0,0,0,122,misdemeanor,4,0,Disorderly Conduct,Disorderly Conduct,"Commiting an act that corrupts the public morals, outrages the sense of public decency, or affects the peace and quiet of persons who may witness them, or engages in brawling, fightin, or other conduct that constitutes a breach of the peace"
355,356,8,6205,African American,Male,53,0,0,15,172,felony,1,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
356,357,8,1904,African American,Male,32,0,0,1,172,felony,4,0,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
357,358,8,6443,Caucasian,Male,28,0,0,5,129,felony,5,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
358,359,8,765,African American,Male,66,0,0,33,90,felony,6,1,Crimin Mischief Damage $1000+,Criminal Damage of more than $1000,"When a person willfully and maliciously damages another person's property - with damage of more than $1,000"
359,360,8,2121,African American,Female,28,0,0,4,280,felony,4,0,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
360,361,8,189,Caucasian,Male,52,0,0,3,45,misdemeanor,9,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
361,362,8,7788,African American,Male,33,0,0,7,190,felony,6,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
362,363,8,5485,African American,Male,22,0,0,0,92,felony,8,1,Criminal Mischief,Criminal Damage of less than $1000,"When a person willfully and maliciously damages another person's property - with damage less than $1,000"
363,364,8,8526,African American,Female,26,0,0,0,342,misdemeanor,9,0,Robbery / No Weapon,Robbery,"When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
364,365,8,1796,African American,Male,21,0,0,0,58,felony,3,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
365,366,8,2078,Caucasian,Male,43,0,0,4,61,felony,5,1,Burglary Dwelling Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
366,367,8,10498,Caucasian,Female,65,0,0,1,15,felony,1,0,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
367,368,8,4255,Caucasian,Male,27,0,0,0,246,felony,5,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
368,369,8,10499,Caucasian,Female,28,0,0,5,306,felony,9,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
369,370,8,7914,Caucasian,Male,55,0,0,0,133,misdemeanor,1,0,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
370,371,8,265,African American,Male,28,0,0,6,337,misdemeanor,6,1,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
371,372,8,7445,Hispanic,Male,31,0,0,1,21,felony,8,1,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
372,373,8,763,Hispanic,Male,26,0,0,7,15,felony,5,1,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
373,374,8,6658,African American,Male,39,0,0,0,274,felony,4,1,Poss Unlaw Issue Id,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
374,375,8,9832,Caucasian,Male,25,0,0,1,45,misdemeanor,4,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
375,376,8,7257,Caucasian,Male,24,0,0,1,246,felony,3,1,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
376,377,8,9031,African American,Male,27,0,0,21,268,felony,7,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
377,378,8,956,African American,Male,24,0,0,4,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
378,379,8,4076,African American,Male,33,0,0,6,246,felony,6,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
379,380,8,8278,African American,Male,53,0,0,3,18,felony,6,1,Aggravated Battery,Battery,Intentionally causing bodily harm to another person without a weapon
380,381,8,7754,Caucasian,Male,25,0,0,2,128,misdemeanor,4,1,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
381,382,8,7340,Caucasian,Female,31,0,0,0,186,felony,4,1,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
382,383,8,5224,African American,Male,25,0,0,0,277,felony,8,1,Poss/Sell/Del Cocaine 1000FT Sch,Possession of Cocaine,Possession of cocaine
383,384,8,1834,Caucasian,Male,31,0,0,0,107,felony,4,0,Del of JWH-250 2-Methox 1-Pentyl,Dealing Controlled Substances,Possessing a criminalized narcotic or pharmacological drug with the intent to sell or deliver
384,385,8,829,Caucasian,Male,22,1,0,6,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
385,386,8,9488,Caucasian,Male,21,0,0,0,45,misdemeanor,4,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
386,387,8,9747,African American,Male,32,0,0,4,65,felony,4,1,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
387,388,8,5354,African American,Male,24,0,0,1,328,misdemeanor,9,1,Prowling/Loitering,Loitering,"Standing or waiting around idly in a manner unusual for law-abiding citizens, creating an imminent threat to public safety"
388,389,8,122,African American,Male,30,0,0,8,283,misdemeanor,10,1,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
389,390,8,7723,Hispanic,Male,24,0,0,0,57,felony,2,0,Burglary Conveyance Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
390,391,8,363,Caucasian,Male,44,0,0,8,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
391,392,8,4730,Caucasian,Male,20,0,0,1,192,felony,2,1,Grand Theft of the 2nd Degree,Grand Theft,The unlawful taking of property worth more than $300
392,393,8,3056,African American,Male,25,0,0,0,273,felony,3,0,Poss Unlaw Issue Driver Licenc,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
393,394,8,3146,Hispanic,Male,37,0,0,0,377,felony,3,1,Tamper With Witness/Victim/CI,Tampering with a Witness,The act of attempting to alter or prevent the testimony of witnesses within criminal or civil proceedings
394,395,8,8835,African American,Male,29,0,0,3,283,misdemeanor,1,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
395,396,8,3761,African American,Male,42,0,0,7,169,felony,5,1,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
396,397,8,8036,Hispanic,Male,42,0,0,1,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
397,398,8,10979,African American,Male,43,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
398,399,8,5553,Caucasian,Male,22,0,0,0,6,felony,3,0,Agg Battery Grt/Bod/Harm,Battery,Intentionally causing bodily harm to another person without a weapon
399,400,8,3585,Caucasian,Male,54,0,0,1,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
400,401,9,8306,African American,Male,43,0,0,15,337,misdemeanor,9,1,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
401,402,9,5074,African American,Male,33,0,0,1,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
402,403,9,8791,Caucasian,Female,29,0,0,0,45,misdemeanor,6,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
403,404,9,2567,Caucasian,Male,38,0,0,1,45,misdemeanor,6,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
404,405,9,10369,Hispanic,Male,29,0,0,1,6,felony,1,0,Agg Battery Grt/Bod/Harm,Battery,Intentionally causing bodily harm to another person without a weapon
405,406,9,5342,Caucasian,Male,47,0,0,3,242,misdemeanor,5,0,Petit Theft,Theft,The taking of another person's property worth less than $300
406,407,9,5600,African American,Male,25,0,0,0,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
407,408,9,6916,African American,Male,23,0,0,1,190,felony,6,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
408,409,9,5420,African American,Male,22,0,0,2,297,felony,4,1,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
409,410,9,8292,African American,Male,28,0,8,12,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
410,411,9,1689,Caucasian,Male,54,0,0,3,239,misdemeanor,1,1,Operating W/O Valid License,Operating a Vehicle without a Valid Drivers License,Operating a motor vehicle without a valid drivers license
411,412,9,8118,African American,Male,34,0,0,4,283,misdemeanor,6,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
412,413,9,7323,African American,Male,41,0,0,19,104,felony,5,1,Del Cannabis At/Near Park,Dealing Cannabis/Marijuana,Possessing cannabis with the intent to sell or deliver the cannabis
413,414,9,10652,African American,Male,33,0,0,3,336,misdemeanor,6,1,Resist Officer w/Violence,Resisting an Officer with Violence,"When a person knowingly and willfully resists, obstructs, or opposes a law enforcement officer by threatening violence or engaging in violent conduct against the law enforcement officer was engaged in the lawful execution of a legal duty"
414,415,9,10925,Caucasian,Male,26,0,0,3,374,misdemeanor,2,1,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
415,416,9,8259,African American,Male,58,0,0,0,169,felony,1,0,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
416,417,9,1212,African American,Female,24,0,0,1,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
417,418,9,5670,Caucasian,Male,18,5,0,4,58,felony,8,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
418,419,9,8705,African American,Female,22,0,0,4,306,felony,9,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
419,420,9,9367,African American,Female,25,0,0,7,170,felony,9,1,Felony Battery w/Prior Convict,Battery,Intentionally causing bodily harm to another person without a weapon
420,421,9,8847,African American,Female,39,0,0,3,418,felony,5,1,Uttering a Forged Instrument,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
421,422,9,10985,African American,Male,30,0,1,19,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
