"","block_num","id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree","compas_decile_score","two_year_recid","c_charge_desc","mturk_charge_name","full_charge_description"
"181",4,9586,2,1,22,0,0,0,45,0,5,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"182",4,9467,2,0,22,0,0,0,280,1,7,1,"Poss3,4 Methylenedioxymethcath","Possession of Ecstasy","Possession of Ecstasy"
"183",4,9336,2,0,26,0,0,5,129,1,4,0,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"184",4,8532,2,0,30,0,0,1,15,1,2,0,"Aggravated Assault W/Dead Weap","Assault with a Deadly Weapon","An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
"185",4,2228,2,0,19,0,2,3,190,1,4,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"186",4,10591,1,0,40,0,0,4,190,1,5,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"187",4,5985,1,0,65,0,0,0,134,0,1,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"188",4,9328,3,1,41,0,0,0,190,1,1,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"189",4,1166,2,0,27,0,0,4,246,1,9,1,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"190",4,7830,2,1,31,0,0,2,21,1,5,1,"Aggravated Battery / Pregnant","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"191",4,6171,2,1,45,0,0,1,129,1,1,0,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"192",4,10150,2,0,28,0,0,3,242,0,2,1,"Petit Theft","Theft","The taking of another person's property worth less than $300"
"193",4,4117,1,1,48,0,0,1,133,0,1,0,"DUI Level 0.15 Or Minor In Veh","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"194",4,42,2,0,32,0,0,4,36,1,8,1,"Att Tamper w/Physical Evidence","Tampering with Physical Evidence",NA
"195",4,9686,2,0,24,0,0,0,280,1,4,0,"Poss3,4 Methylenedioxymethcath","Possession of Ecstasy","Possession of Ecstasy"
"196",4,10700,2,0,36,1,2,14,306,1,10,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"197",4,9399,3,0,43,0,0,3,45,0,3,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"198",4,9820,2,0,29,0,0,2,242,0,4,0,"Petit Theft","Theft","The taking of another person's property worth less than $300"
"199",4,9609,3,1,32,0,0,8,326,0,5,1,"Prostitution/Lewd Act Assignation","Prostitution","Engaging in sex for money"
"200",4,7199,2,0,28,0,0,1,186,1,6,0,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"201",5,10319,2,0,43,0,0,3,172,1,1,1,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"202",5,2901,2,0,26,0,0,6,303,1,9,1,"Possession of Cannabis","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"203",5,5307,2,0,36,0,0,4,306,1,4,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"204",5,2006,2,0,22,0,0,0,252,1,8,1,"Poss Cocaine/Intent To Del/Sel","Possession of Cocaine","Possession of cocaine"
"205",5,115,2,1,26,0,0,1,252,1,4,1,"Poss Cocaine/Intent To Del/Sel","Possession of Cocaine","Possession of cocaine"
"206",5,1044,2,0,36,0,1,4,45,0,5,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"207",5,7602,2,0,31,0,0,11,186,1,7,1,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"208",5,2737,2,0,26,0,0,9,126,1,8,1,"Drivg While Lic Suspd/Revk/Can","Driving with a Suspended License","Driving with a license that has been suspended"
"209",5,2020,3,0,28,0,0,11,45,0,7,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"210",5,4996,1,0,27,0,0,1,100,1,1,0,"Dealing in Stolen Property","Dealing Controlled Substances","Possessing a criminalized narcotic or pharmacological drug with the intent to sell or deliver"
"211",5,1130,1,0,30,0,0,22,306,1,5,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"212",5,2195,2,0,25,0,0,8,190,1,6,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"213",5,3309,1,0,26,0,0,5,382,1,5,1,"Threat Public Servant","Threat Against Public Servant","An intentional and unlawful threat against an emergency medical care provider, firefighter, or law enforcement officer, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"214",5,4342,2,0,23,0,0,2,280,1,8,1,"Poss3,4 Methylenedioxymethcath","Possession of Ecstasy","Possession of Ecstasy"
"215",5,7457,2,0,26,0,0,5,61,1,7,1,"Burglary Dwelling Occupied","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"216",5,3863,1,0,26,0,0,0,93,0,2,0,"Criminal Mischief Damage <$200","Criminal Damage of less than $1000","When a person willfully and maliciously damages another person's property - with damage less than $1,000"
"217",5,5882,2,0,44,0,0,0,317,1,2,1,"Possession Of Methamphetamine","Possession of Meth","Possession of Meth"
"218",5,5543,1,0,45,0,0,3,45,0,3,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"219",5,6129,2,0,28,0,0,1,56,1,1,0,"Burglary Conveyance Assault/Bat","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"220",5,7636,2,1,38,0,0,0,151,0,2,0,"Fail To Obey Police Officer","Failure to Obey Police Officer","Failure to obey the orders of a police officer"
"221",5,3145,2,0,30,0,1,7,285,1,5,1,"Possess Countrfeit Credit Card","Fraud","Wrongful or criminal deception intended to result in financial or personal gain"
"222",5,2156,1,0,45,0,0,1,342,1,5,1,"Robbery / No Weapon","Robbery","When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
"223",5,7258,2,0,26,0,0,8,85,1,7,1,"Corrupt Public Servant","Threatening a Public Servant",NA
"224",5,7003,2,0,61,0,0,20,374,0,2,1,"Susp Drivers Lic 1st Offense","Driving with a Suspended License","Driving with a license that has been suspended"
"225",5,10327,1,0,23,0,0,0,45,0,5,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"226",5,7958,1,0,58,0,0,5,283,0,2,0,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"227",5,6096,2,0,20,0,0,1,21,0,9,1,"Aggravated Battery / Pregnant","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"228",5,10401,1,1,47,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"229",5,6586,1,1,53,0,0,6,306,1,5,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"230",5,9357,2,0,36,0,0,6,45,0,4,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"231",5,6170,2,0,29,0,1,8,45,0,9,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"232",5,1160,2,1,23,0,0,0,10,1,7,0,"Aggrav Battery w/Deadly Weapon","Battery with a Deadly Weapon","Intentionally causing bodily harm to another person with a deadly weapon"
"233",5,6377,1,0,27,0,0,2,278,1,7,1,"Poss/Sell/Del/Man Amobarbital","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"234",5,2533,1,0,19,0,0,0,45,0,6,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"235",5,9617,2,0,27,0,0,4,268,1,4,1,"Poss Pyrrolidinovalerophenone","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"236",5,5433,2,1,20,0,0,1,175,1,8,1,"Felony Petit Theft","Theft","The taking of another person's property worth less than $300"
"237",5,9833,1,0,67,0,0,0,97,1,1,0,"Cruelty Toward Child","Child Abuse","Intentional infliction of physical or mental injury upon a child"
"238",5,4122,1,1,25,0,0,0,1,1,6,0,"Abuse Without Great Harm","Abuse","The intentional infliction of physical or psychological injury"
"239",5,2586,1,0,40,0,0,1,42,1,1,0,"Attempted Robbery  No Weapon","Robbery","When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
"240",5,1870,2,0,20,0,0,0,71,1,3,0,"Carrying Concealed Firearm","Carrying a Concealed Weapon","When a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person"
"241",5,2502,3,0,45,0,0,0,186,1,1,0,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"242",5,4724,2,1,64,0,0,1,337,0,1,1,"Resist/Obstruct W/O Violence","Resisting an Officer","When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
"243",5,2790,1,0,43,0,0,0,134,0,4,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"244",5,3602,2,0,35,0,0,10,426,0,8,1,"Viol Prot Injunc Repeat Viol","Restraining Order Violation","Violating the terms of a restraining order"
"245",5,10706,2,0,42,0,0,0,283,0,7,0,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"246",5,6251,2,0,33,0,0,5,172,1,4,0,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"247",5,1059,2,0,24,0,0,1,45,0,6,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"248",5,3322,2,0,22,0,0,0,190,1,4,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"249",5,4444,1,1,25,0,0,2,140,1,10,0,"Escape","Escape","When a prisoner escapes or attempts to escape from a place of confinement, or when an arrested person who is being transported to or from a place of confinement escapes or attempts to escape from such lawful confinement"
"250",5,10076,2,0,21,0,0,2,190,1,4,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"251",6,9045,1,0,46,0,0,0,190,1,5,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"252",6,4258,1,0,25,0,0,0,134,0,2,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"253",6,4101,2,0,31,0,2,8,45,0,10,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"254",6,800,2,0,55,0,0,0,45,0,8,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"255",6,893,3,0,31,0,0,0,134,0,1,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"256",6,6908,2,0,30,0,0,21,129,1,7,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"257",6,8054,2,0,53,0,0,5,49,1,4,0,"Battery on Law Enforc Officer","Battery","Intentionally causing bodily harm to another person without a weapon"
"258",6,9150,1,0,21,0,2,2,315,1,9,1,"Possession of LSD","Possession of LSD","Possession of LSD"
"259",6,4226,1,0,31,0,0,3,313,1,4,1,"Possession of Hydromorphone","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"260",6,6424,3,0,45,0,0,1,283,0,1,0,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"261",6,4686,2,1,50,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"262",6,7578,2,1,43,0,0,2,426,0,2,0,"Viol Prot Injunc Repeat Viol","Restraining Order Violation","Violating the terms of a restraining order"
"263",6,4404,2,1,28,0,0,0,171,1,10,1,"Felony Committing Prostitution","Prostitution","Engaging in sex for money"
"264",6,8188,1,0,26,0,0,3,45,0,10,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"265",6,7985,2,0,35,0,0,0,319,1,4,0,"Possession of Oxycodone","Possession of Oxycodone","Possession of Oxycodone"
"266",6,1865,1,0,36,0,0,0,159,1,1,0,"False Imprisonment","False Imprisonment","When a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will"
"267",6,8905,1,0,52,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"268",6,206,1,1,29,0,1,10,190,1,4,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"269",6,7472,1,0,80,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"270",6,7555,1,1,64,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"271",6,2955,2,0,30,0,0,1,45,0,2,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"272",6,7348,2,0,38,0,0,0,45,0,2,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"273",6,4967,2,0,32,0,3,10,358,1,6,1,"Sexual Battery / Vict 12 Yrs +","Sexual Assault","Sexual assault, also known as rape, sexual abuse and sexual battery, is defined as unwanted oral, anal or vaginal penetration by, or union with, the sexual organ of another or the anal or vaginal penetration of another by any other object"
"274",6,8248,1,0,28,0,0,5,45,0,7,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"275",6,5575,2,1,29,0,0,9,250,1,7,1,"Poss Anti-Shoplifting Device","Theft","The taking of another person's property worth less than $300"
"276",6,6379,1,0,22,0,0,1,253,1,6,0,"Poss Contr Subst W/o Prescript","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"277",6,5134,1,0,27,0,0,18,175,1,9,1,"Felony Petit Theft","Theft","The taking of another person's property worth less than $300"
"278",6,227,2,1,31,0,0,0,319,1,3,1,"Possession of Oxycodone","Possession of Oxycodone","Possession of Oxycodone"
"279",6,6229,1,0,38,0,0,5,176,0,5,1,"Felony/Driving Under Influence","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"280",6,5923,1,0,29,0,0,2,169,1,2,0,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"281",6,7259,1,0,26,0,0,5,31,0,5,0,"Assault","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"282",6,10008,1,0,28,0,0,1,268,1,4,1,"Poss Pyrrolidinovalerophenone","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"283",6,9830,1,0,48,0,0,0,306,1,2,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"284",6,4637,2,0,36,0,0,2,129,1,1,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"285",6,8882,2,0,22,0,0,2,423,0,9,1,"Viol Injunct Domestic Violence","Domestic Violence","The touching or striking of a family member, household member, or domestic partner against their will"
"286",6,3289,2,0,38,0,0,15,16,1,6,0,"Aggravated Assault w/Firearm","Assault with a Deadly Weapon","An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
"287",6,3790,1,0,29,0,0,1,306,1,3,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"288",6,9437,3,0,23,0,1,2,190,1,9,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"289",6,9405,2,1,38,0,0,7,190,1,10,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"290",6,552,1,0,22,0,0,2,283,0,6,1,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"291",6,5852,2,1,55,0,0,1,246,1,1,0,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"292",6,2758,2,0,25,0,0,0,271,1,2,0,"Poss Tetrahydrocannabinols","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"293",6,10878,3,0,47,0,0,3,127,0,6,1,"Driving License Suspended","Driving with a Suspended License","Driving with a license that has been suspended"
"294",6,8881,2,0,40,0,0,0,306,1,10,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"295",6,5330,2,0,29,0,0,0,134,0,1,1,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"296",6,4907,2,0,31,2,1,16,190,1,9,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"297",6,2605,3,0,45,0,0,1,426,0,8,0,"Viol Prot Injunc Repeat Viol","Restraining Order Violation","Violating the terms of a restraining order"
"298",6,10491,1,0,29,0,0,1,45,0,3,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"299",6,3215,1,0,52,0,0,0,128,0,1,0,"Driving Under The Influence","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"300",6,2476,2,0,26,0,1,13,129,1,8,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"301",7,3246,1,0,30,0,0,0,134,0,3,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"302",7,3408,1,1,19,0,0,0,170,1,3,1,"Felony Battery w/Prior Convict","Battery","Intentionally causing bodily harm to another person without a weapon"
"303",7,10721,1,0,50,0,0,4,123,0,2,0,"Disorderly Intoxication","Disorderly Intoxication","When an intoxicated person endangers the safety of another person or property, or causes a disturbance in public"
"304",7,6319,2,0,23,0,0,2,423,0,9,1,"Viol Injunct Domestic Violence","Domestic Violence","The touching or striking of a family member, household member, or domestic partner against their will"
"305",7,4028,2,1,35,0,0,0,45,0,4,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"306",7,1871,2,1,25,0,0,2,49,1,8,1,"Battery on Law Enforc Officer","Battery","Intentionally causing bodily harm to another person without a weapon"
"307",7,5993,1,0,51,0,0,1,45,0,2,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"308",7,5223,2,1,23,0,0,1,268,1,5,1,"Poss Pyrrolidinovalerophenone","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"309",7,2718,2,1,35,0,0,0,306,1,3,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"310",7,9524,1,0,29,0,0,1,206,0,10,0,"Leave Acc/Attend Veh/More $50","Fleeing the Scene of an Accident","When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved"
"311",7,6801,1,0,44,0,0,1,306,1,8,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"312",7,10677,2,0,29,0,0,10,169,1,9,1,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"313",7,3642,2,0,41,0,0,3,172,1,4,1,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"314",7,5850,1,1,25,0,0,2,408,0,3,1,"Unlaw Lic Use/Disply Of Others","Fraud","Wrongful or criminal deception intended to result in financial or personal gain"
"315",7,4609,1,0,50,0,0,0,134,0,1,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"316",7,6980,2,1,28,0,0,13,21,1,9,1,"Aggravated Battery / Pregnant","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"317",7,9268,1,0,28,0,0,1,163,1,2,1,"False Ownership Info/Pawn Item","Fraud","Wrongful or criminal deception intended to result in financial or personal gain"
"318",7,2854,2,0,31,0,0,19,129,1,9,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"319",7,9979,1,1,34,0,0,1,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"320",7,10134,3,0,25,0,0,6,45,0,7,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"321",7,700,2,0,26,1,1,10,18,1,9,1,"Aggravated Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"322",7,3692,2,0,41,0,0,8,129,1,2,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"323",7,2897,1,0,28,0,0,1,306,1,7,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"324",7,2353,1,0,47,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"325",7,2937,1,0,20,0,0,0,190,1,5,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"326",7,5027,2,0,27,0,0,6,175,1,4,1,"Felony Petit Theft","Theft","The taking of another person's property worth less than $300"
"327",7,5886,1,0,53,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"328",7,332,2,1,30,0,0,2,190,1,7,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"329",7,10528,3,0,41,0,0,1,128,0,1,0,"Driving Under The Influence","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"330",7,5383,2,1,19,0,0,1,65,1,9,1,"Burglary Unoccupied Dwelling","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"331",7,10921,2,0,26,0,0,2,409,0,2,0,"Unlaw LicTag/Sticker Attach","Fraud","Wrongful or criminal deception intended to result in financial or personal gain"
"332",7,3122,1,0,46,0,0,2,283,0,4,0,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"333",7,4403,2,0,40,0,0,6,306,1,7,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"334",7,5114,1,0,50,0,0,26,306,1,7,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"335",7,1032,3,0,29,0,0,7,129,1,9,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"336",7,3552,1,0,28,0,0,0,45,0,3,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"337",7,2072,1,1,66,0,0,1,402,0,1,0,"Tresspass Struct/Conveyance","Trespassing","Willfully entering or remaining on some form of real property without authorization, license, or invitation"
"338",7,5057,2,1,49,0,0,1,172,1,1,0,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"339",7,3783,1,0,38,0,0,0,169,1,1,0,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"340",7,3574,2,0,24,0,0,2,163,1,3,1,"False Ownership Info/Pawn Item","Fraud","Wrongful or criminal deception intended to result in financial or personal gain"
"341",7,5263,2,0,19,2,1,3,71,1,10,1,"Carrying Concealed Firearm","Carrying a Concealed Weapon","When a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person"
"342",7,9921,2,0,27,0,0,1,65,0,5,0,"Burglary Unoccupied Dwelling","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"343",7,8171,1,0,38,0,0,0,374,0,2,0,"Susp Drivers Lic 1st Offense","Driving with a Suspended License","Driving with a license that has been suspended"
"344",7,7605,2,0,49,0,0,1,45,0,1,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"345",7,7012,2,0,28,0,0,0,246,1,2,0,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"346",7,4655,1,0,31,0,0,10,283,0,8,0,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"347",7,7245,2,0,25,0,0,5,45,0,8,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"348",7,10540,1,1,31,0,0,1,45,0,1,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"349",7,9801,2,0,25,0,0,4,239,0,5,0,"Operating W/O Valid License","Operating a Vehicle without a Valid Drivers License","Operating a motor vehicle without a valid drivers license"
"350",7,7468,1,0,42,0,0,2,110,1,7,1,"Deliver Cannabis","Dealing Cannabis/Marijuana","Possessing cannabis with the intent to sell or deliver the cannabis"
"351",8,8045,1,0,23,0,0,6,297,1,9,1,"Possession Of Alprazolam","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"352",8,10836,2,0,25,0,0,3,129,1,6,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"353",8,4436,2,0,23,0,0,4,251,1,10,1,"Poss Cntrft Contr Sub w/Intent","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"354",8,3483,1,0,39,0,0,0,423,0,1,0,"Viol Injunct Domestic Violence","Domestic Violence","The touching or striking of a family member, household member, or domestic partner against their will"
"355",8,2396,1,1,57,0,0,0,122,0,4,0,"Disorderly Conduct","Disorderly Conduct","Commiting an act that corrupts the public morals, outrages the sense of public decency, or affects the peace and quiet of persons who may witness them, or engages in brawling, fightin, or other conduct that constitutes a breach of the peace"
"356",8,6205,2,0,53,0,0,15,172,1,1,1,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"357",8,1904,2,0,32,0,0,1,172,1,4,0,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"358",8,6443,1,0,28,0,0,5,129,1,5,0,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"359",8,765,2,0,66,0,0,33,90,1,6,1,"Crimin Mischief Damage $1000+","Criminal Damage of more than $1000","When a person willfully and maliciously damages another person's property - with damage of more than $1,000"
"360",8,2121,2,1,28,0,0,4,280,1,4,0,"Poss3,4 Methylenedioxymethcath","Possession of Ecstasy","Possession of Ecstasy"
"361",8,189,1,0,52,0,0,3,45,0,9,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"362",8,7788,2,0,33,0,0,7,190,1,6,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"363",8,5485,2,0,22,0,0,0,92,1,8,1,"Criminal Mischief","Criminal Damage of less than $1000","When a person willfully and maliciously damages another person's property - with damage less than $1,000"
"364",8,8526,2,1,26,0,0,0,342,0,9,0,"Robbery / No Weapon","Robbery","When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
"365",8,1796,2,0,21,0,0,0,58,1,3,1,"Burglary Conveyance Unoccup","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"366",8,2078,1,0,43,0,0,4,61,1,5,1,"Burglary Dwelling Occupied","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"367",8,10498,1,1,65,0,0,1,15,1,1,0,"Aggravated Assault W/Dead Weap","Assault with a Deadly Weapon","An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
"368",8,4255,1,0,27,0,0,0,246,1,5,0,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
